movieId,title,genres,year,cast,director,producer,screenwriter,composer,editor,distributor,country
190339,White Fang,Animation|Drama,2018,Michael Whalen,Laurence Trimble,Bogart Rogers,Giulio Berruti,Hugo Friedhofer,Ornella Micheli,Titanus,United States of America
190353,Tarak,Action|Romance,2017,Darshan Thoogudeepa,Prakash,Seymour Nebenzal,Mahesh Rao,Arjun Janya,Ferdinando Maria Poggioli,Euro International Film,India
190395,Frontier,Adventure|Drama|Sci-Fi|War,2018,Chick Hannan,Ray Taylor,Charles Roven,Boris Frumin,Disasterpeace,Humphrey Dixon,Netflix,Russia
190471,Chicken with Vinegar,Comedy|Crime|Mystery|Romance,1985,Jean-Marie Arnoux,Claude Chabrol,Marin Karmitz,Claude Chabrol,Matthieu Chabrol,Monique Fardoulis,PFA Films,France
190495,Hot Dog,Action|Comedy,2018,Anna Lena Klenke,Alma Buddecke,John Dunning,Raymond,Paul Baillargeon,Raymond,Netflix,Germany
190499,Buy Me,Drama,2017,Lloyd Nolan,Julio,Sol C. Siegel,Murray Boltinoff,Victor Young,William Shea,Paramount Pictures,Mexico
190551,Blindspotting,Comedy|Drama,2018,Janina Gavankar,Carlos Estrada,Rafael Casal,Rafael Casal,Michael Yezerski,Gabriel Fleming,Lionsgate,United States of America
190555,Searching,Drama,2018,Julia Dufvenius,Paul Borghese,Hal B. Wallis,Eduardo Montes-Bradley,Victor Young,Dan Gainsford,Netflix,Canada
190559,Mario,Drama,2018,Giovanni Rosselli,Mario Schifano,Andy Warhol,Herbert Schwering,Roland Meyer de Voltaire,Annette Muff,Frenetic Films,Italy
190561,The Castle,Drama|Mystery,1968,Titta Karakorpi,Denys Desjardins,Denys Desjardins,Denys Desjardins,Henrik Otto Donner,Lars Brydesen,Columbia Pictures,Argentina
190569,Paths,Drama,2017,Henriette Heinze,Nicolas Awashish,Rolf Meyer,Robert A. Stemmle,Werner Eisbrenner,Gisela Zick,Spira,Canada
190571,Sunday Morning,Children|Drama|Thriller,2017,Peter Madden,Wanda Hancock,Tony Richardson,Alan Sillitoe,John Dankworth,Seth Holt,Bryanston Films,United States of America
190587,Kaalai,Action,2008,Kalyani Priyadarshan,Sudha Kongara Prasad,Gangai Amaran,Gangai Amaran,Ilaiyaraaja,B. Lenin,Ayngaran International,India
190591,Kovil,Action|Drama|Romance,2004,S. V. Subbaiah,C. V. Sridhar,Visu,C. V. Sridhar,M. S. Viswanathan,V. T. Vijayan,A. M. Rathnam,India
190609,The Tour,Action|Adventure|Comedy,2008,Michelangelo Passaniti,Namer,Raymond Chow,Namer,Erwin Halletz,Johanna Meisel,Netflix,United Kingdom
190615,Mohawk,Action|Drama|Western,2018,Bob Reeves,Ted Geoghegan,Adam Symansky,Tracey Deer,Alfred Newman,Robert L. Simpson,MPI Media Group,United States of America
190623,The Legacy of a Whitetail Deer Hunter,Adventure|Comedy|Drama,2018,Rory Scovel,Jody Hill,Scott Rudin,Jody Hill,Joseph Stephens,Jeff Seibenick,Netflix,United States of America
190641,Thunder,Action,1983,Lee Seol,Trevor Kirschner,Kelsey Diamond,Graser,Cesar Benito,Ulrike Schwarzenberger,First National,South Korea
190739,UFO,Mystery,2018,Jean-Paul Lucasson,Victor Danell,Victor Danell,Victor Danell,Gustaf Spetz,Victor Danell,SF Studios,Sweden
190759,Occupation,Action|Sci-Fi,2018,Jan,Noam Sheizaf,Hilla Medalia,Jan,Eric Shaw,Erez Laufer,Filmoption International,Israel
190763,Race 3,Action|Thriller,2018,Freddy Daruwala,Remo D'Souza,Jeremy Bolt,Tony Giglio,JAM8,Radu Ion,Universal Studios Home Entertainment,India
190765,Sanju,Comedy|Drama,2018,Somadutta Das,Ashok Pati,Vidhu Vinod Chopra,Hideo Oguni,Prem Anand,Rajkumar Hirani,Star Studios,India
190845,Nightfall,Drama|Sci-Fi|Thriller,2000,Per Holgher,Beate,Stefan Hutter,Richard L. Wagner,Hans Lundgren,Walter Boos,New Concorde,Germany
190857,The Letter,Animation,1970,John Forsythe,Pekka,Aaron Spelling,Pekka,Ciaran Hope,Pekka,Netflix,Finland
190901,Sniper,War,1932,Rizo,Josh Sternfeld,Ruslan Mirzayev,Chris Hauty,Doniyor Agzamov,Aaron Stell,Sony Pictures Home Entertainment,Uzbekistan
190939,A Simple Favor,Crime|Mystery|Thriller,2018,Henry Golding,Paul Feig,Jessie Henderson,Jessica Sharzer,Theodore Shapiro,Brent White,Lionsgate,United States of America
190945,The Package,Comedy,2018,Daniel Doheny,Jake Szymanski,Kyle Newacheck,Derek Kolstad,Sean Murray,Billy Weber,Netflix,United States of America
190947,Mary Queen of Scots,Drama,2018,Izuka Hoyle,Josie Rourke,Eric Fellner,Beau Willimon,Max Richter,Chris Dickens,UIP-Dunafilm,United Kingdom
190959,A Midsummer Night's Dream,Comedy,2017,Derek Godfrey,Peter Hall,Michael Hoffman,Luciana Arrighi,Guy Woolfenden,Ralph Dawson,Brainstorm Media,United States of America
190977,Moth,Horror|Thriller,2016,Taketo Tanaka,Vic Gerami,Catherine Ann Berger,Vic Gerami,Rolfe Kent,Annett Kiener,Producers Distributing Corporation,Japan
190979,Siberia,Crime|Romance|Thriller,2018,Ilya Malanin,Vicente Ferraz,Denis Zhalinsky,Igor Zaytsev,Joe Delia,Fabio Nunziata,Fox Film Corporation,Russia
190985,My Teacher,Romance,2017,Joey de Leon,Paul Soriano,Kim Mi-hui,Seth Greenland,Karim Sebastian Elias,Stefan Essl,Netflix,Philippines
190991,Prophecy,Thriller,2015,Fukuyama,Yoshihiro Nakamura,Joel Soisson,Tamio Hayashi,Joseph LoDuca,Sonny Baskin,Dimension Films,Turkey
191071,Baba,Action|Drama,2002,Germaine Reuver,Georges Denola,Odunlade Jonathan Adekola,Hulki Saner,Manmath Mishra,Guillaume Collin,Windows Production House,France
191075,Paradox,Thriller,2006,Andrea Trepat,Daryl Hannah,Neil Young,Daryl Hannah,Neil Young,Alan Baumgarten,Netflix,Spain
191081,Nightfall,Mystery|Sci-Fi,1988,Per Holgher,Beate,Stefan Hutter,Richard L. Wagner,Hans Lundgren,Walter Boos,New Concorde,Germany
191089,41,Drama|Sci-Fi,2013,Micha Bar-Am,Pepe Romay,Pepe Romay,Martha Rangel,Bebu Silvetti,Soledad Salfate,Republic Pictures,British Hong Kong
191119,Juggernaut,Children|Crime|Drama,2017,William R. Dunn,Ralph Ince,Edward L. Alperson,Richard Alan Simmons,William Trytel,Michael C. Chorlton,Associated British Picture Corporation,Canada
191143,The Trial,Documentary,2018,Allan Arbus,Stanley Kramer,Matt Jackson,Aaron Sorkin,Daniel Pemberton,Alan Baumgarten,Netflix,United States of America
191199,The Last Sin Eater,Drama,2007,Henry Thomas,Michael Landon Jr.,Michael Landon Jr.,Michael Landon Jr.,Mark McKenzie,Michael Landon Jr.,Fox Faith,United States of America
191211,The Inheritance,Drama|Romance,1997,Briana Middleton,Ephraim Asili,Joe May,Chris LaMont,Takemitsu,Keiichi Uraoka,Netflix,United States of America
191223,The Tomorrow Man,Sci-Fi|Thriller,2002,Sophie Thatcher,Bill D'Elia,Luke Rivett,Noble Jones,Paul Leonard-Morgan,Zimo Huang,Bleecker Street,United States of America
191239,Threshold,Sci-Fi|Thriller,2003,Johannes Grenzfurthner,Johannes Grenzfurthner,Jasmin Hagendorfer,Johannes Grenzfurthner,Dmitry Yemelyanov,Johannes Grenzfurthner,20th Century Studios,Austria
191247,Alp,Horror,2016,Dharitri Khandual,Monne,Martin Moszkowicz,Nicolette Krebitz,Stephen Warbeck,Robert Schabus,National Film Board of Canada,Sweden
191351,To All the Boys I've Loved Before,Comedy|Romance,2018,Madeleine Arthur,Susan Johnson,Brian Robbins,Sofia Alvarez,Joe Wong,Phillip J. Bartell,Netflix,United States of America
191359,Zoe,Romance|Sci-Fi,2018,Skylar Astin,Richard Shepard,Rouzbeh Rashidi,Julie Delpy,Michael Yezerski,Isabelle Devinck,Warner Bros.,United States of America
191361,Cheaters,Drama,2000,Wallis Clark,Frank Tuttle,Luigi Musini,Diego De Silva,Edward Ward,Richard L. Van Enger,W.W. Hodkinson Distribution,United States of America
191405,Bombshell,Drama,2013,Richard Rhodes,Alexandra Dean,Hunt Stromberg,Paul Wynne,Edward J. Kay,Christopher Roth,Monogram Pictures,British Raj
191421,Rosy,Comedy|Romance|Thriller,2018,Stacy Martin,Marine,Alberto Grimaldi,Marine,Kiril Ilievski,Anne-Sophie Bion,The Orchard,France
191425,The Courier,Action|Crime,2012,Rachel Brosnahan,Dominic Cooke,Ben Pugh,Frank Deasy,Abel Korzeniowski,Gennaro Righelli,Roadside Attractions,United Kingdom
191451,Magalir Mattum,Comedy|Drama,1994,Jyothika,Bramma,Suriya,Crazy Mohan,Mohamaad Ghibran,C. S. Prem,Raaj Kamal Films International,India
191459,The Sisters Brothers,Western,2018,Rebecca Root,Jacques Audiard,Megan Ellison,Jacques Audiard,Alexandre Desplat,Juliette Welfling,Annapurna Pictures,France
191469,Robin Hood,Adventure,2018,Ralph Jenkins,Leslie Goodwins,Christine Vachon,Richard Kanter,Augusto Martelli,Harry Keller,Republic Pictures,United States of America
191483,The Nun,Horror|Mystery|Thriller,2018,Bonnie Aarons,Michael Chaves,James Wan,Akela Cooper,Abel Korzeniowski,Michel Aller,Warner Bros. Pictures,United States of America
191489,Peppermint,Action|Crime|Thriller,2018,Ewelina Guzik,Pipilotti Rist,Christian Davi,Chris Niemeyer,Simon Franglen,Gion-Reto Killias,STXfilms,Austria
191501,Ishq,Romance,2012,Chintamani Biswal,Nipun Dharmadhikari,Mahi Gill,Tapas Sargharia,Prem Anand,A. Sreekar Prasad,Sanjay Leela Bhansali,India
191559,The Inheritor,Action|Drama|Thriller,1973,Anita Larronde,Eugenio Polgovsky,Eugenio Polgovsky,Eugenio Polgovsky,Macedonio,Eugenio Polgovsky,Argentina Sono Film S.A.C.I.,Mexico
191601,Tandem,Comedy,1987,Paolo Kessisoglu,Lucio Pellegrini,Charo Santos-Concio,Fabio Bonifacci,Roberto Colombo,Hache,BiM Distribuzione,Philippines
191611,Wild Target,Comedy|Crime|Drama,1993,Geoff Bell,Jonathan Lynn,Martin Pope,Lucinda Coxon,Michael Price,Michael Parker,Netflix,United Kingdom
191651,Red Istanbul,Drama|Romance,2017,Sezer,Ferzan,Gianni Romoli,Gianni Romoli,Giuliano Taviani,Patrizio Marone,01 Distribution,Turkey
191691,Checkpoint,Drama|War,1998,Andrey Krasko,Yoav Shamir,Elinor Kowarsky,Javier Corcuera Andrino,Vladislav Panchenko,Frederick Wilson,Barton Films,Israel
191713,Noise,Crime|Drama|Thriller,2007,Chloe Fineman,Joleen Mitton,Philippe,Noah Baumbach,Danny Elfman,Matthew Hannam,Columbia Pictures,Brazil
191723,The Day After,Drama|Romance,2017,Kwon Hae-hyo,Jason Paul Laxamana,Eitan Mansuri,Hong Sang-soo,Hong Sang-soo,David Brenner,InterCom,Philippines
191775,Berlin Calling,Comedy|Drama,2008,Hoffmann,Nigel Dick,Karsten Aurich,Nigel Dick,Paul Kalkbrenner,Anne Fabini,Officine UBU,Czech Republic
191793,Suspension,Action|Drama|Fantasy|Sci-Fi|Thriller,2008,Eoin Macken,Alec Joler,Mike Figgis,Mike Figgis,Mike Figgis,Mike Figgis,Lightyear Entertainment,United States of America
191795,The Weekend,Comedy,2007,Christina Wolfe,Kim Farrant,Ben Pugh,Sarah Alderson,Daniel Wohl,Mona,Netflix,United States of America
191799,Extinction,Sci-Fi,2018,Brenda Davis,Otto Brockway,Nathan Kahane,Eric Heisserer,Jonathan Goldsmith,Matthew Ransley,Netflix,United Kingdom
191805,Our House,Drama|Horror|Thriller,2018,Nelly Korniyenko,Yui Kiyohara,John Davis,Yui Kiyohara,Mark Korven,Ira Oberberg,Elevation Pictures,Japan
191807,Still Alive,Drama,2016,Kent Taylor,Cherilyn Papatie,Eitan Mansuri,Yossi Atia,Roy Webb,Karine Sudan,Netflix,Canada
191839,Moss,Adventure|Drama|Romance,2017,Bitto Singh,Derek Kwok,Moshe Edri,Alon Gur Arye,Teddy Robin,Lars Movin,United King Films,Israel
191841,Aadhi,Action|Thriller,2006,Krishna Shankar,V. C. Guhanathan,Antony Perumbavoor,V. C. Guhanathan,Chandrabose,Suresh Urs,Maxlab Cinemas and Entertainments,India
191867,Let There Be Light,Documentary,2017,Emil Lind,Mila Aung-Thwin,John Huston,John Huston,Trevor Anderson,Meni Philip,Netflix,France
191895,Blue Iguana,Thriller,2018,Jason Jones,Jeremy Lalonde,Steve Golin,John Lafia,Ethan James,Roberto Perpignani,Screen Media Films,United States of America
192003,Journey to the Center of the Earth,Action|Adventure|Fantasy|Sci-Fi,2008,Jeff Celentano,Richard Slapczynski,Yoram Globus,Jennifer Flackett,Andrew Lockington,Victor Livingston,The Cannon Group,Australia
192033,Aayirathil Oruvan,Action|Drama|War,1965,R. Parthiepan,K. Selvaraghavan,B. R. Panthulu,K. Selvaraghavan,G. V. Prakash Kumar,Kola Bhaskar,Ayngaran International,India
192035,There Is No Place Like Home,Comedy,2018,Tea Falco,Gabriele Muccino,Marco Belardi,Sabrina Impacciatore,Nicola Piovani,Claudio Di Mauro,01 Distribution,Italy
192039,Poveri ma ricchi,Comedy,2016,Federica Lucaferri,Fausto Brizzi,Fausto Brizzi,Fausto Brizzi,Tommaso Paradiso,Luciana Pandolfelli,Warner Bros. Entertainment Italia,Italy
192045,If Beale Street Could Talk,Drama|Romance,2018,Diego Luna,Barry Jenkins,Dede Gardner,Barry Jenkins,Nicholas Britell,Joi McMillon,Annapurna Pictures,United States of America
192051,Luz,Horror|Mystery|Romance,2018,Susanne Jensen,Jon Garcia,Ulrich Seidl,Peter Brunner,Joan Duran i Alemany,Peter Brunner,Lumiere,United States of America
192061,Gemini,Action|Drama,2002,Yegor Koreshkov,Richard Benner,Don Granger,Darren Lemke,Lorne Balfe,Tim Squyres,20th Century Studios,United States of America
192063,Dhool,Action|Drama|Romance,2003,Yogesh,L. Raja,A. M. Rathnam,Boopathy Pandian,V. Harikrishna,V. T. Vijayan,Netflix,India
192069,Boss Engira Bhaskaran,Action|Comedy|Drama,2010,Vijayalakshmi,M. Rajesh,Arya,M. Rajesh,Yuvan Shankar Raja,Vivek Harshan,Udhayanidhi Stalin,India
192075,Majaa,Action|Drama|Romance,2005,Jaya Prada,Kovelamudi Bapayya,Rockline Venkatesh,Paruchuri Brothers,Bappi Lahiri,V. T. Vijayan,Viswanathan Ravichandran,India
192081,Like Father,Comedy,2018,Seth Rogen,Neil Eustache,Lauren Miller,Lauren Miller,Miles Goodman,Mollie Goldstein,Netflix,Canada
192099,Vettai,Action|Thriller,2012,Arvind Swamy,H. Vinoth,Manobala,H. Vinoth,Sean Roldan,Anthony,Thirupathi Brothers,India
192137,Saroja,Comedy|Thriller,2008,Shiva,Somaratne Dissanayake,T. Siva,Somaratne Dissanayake,Yuvan Shankar Raja,Praveen K. L.,Pyramid Saimira,Sri Lanka
192157,The Angel,Crime|Drama,2018,Eric Wedekind,Rupesh Paul,Nandita Das,Hubert Frank,Gerhard Heinz,Margot von Schlieffen,Netflix,India
192177,Solo,Thriller,2018,Josh Bernstein,Oleg Nikolayevsky,Jadon Gauthier,Marta Buchaca,S. Thaman,Jeanne Oberson,Netflix,United States of America
192223,The Apparition,Drama,2018,Vincent Lindon,Xavier Giannoli,Bignon,Jacques Fieschi,Tomandandy,Dave Wilwayco,Vertigo,France
192239,Ernesto,Drama,2017,Francisco Plastino,Ronald Vietz,Ronald Vietz,Ira Wedel,Vigo,Sergio Montanari,Titanus,Germany
192243,Contact,Drama|Horror|Mystery|Thriller,1992,Ahmed Hammoud,Ismael El Iraki,Sebastian Schelenz,Ismael El Iraki,Antony Partos,Tania Nehme,Netflix,Morocco
192245,Bad Times at the El Royale,Horror|Thriller,2018,Lewis Pullman,Drew Goddard,Jeremy Latcham,Drew Goddard,Michael Giacchino,Lisa Lassek,20th Century Studios,United States of America
192265,The Part 1. The Subversion,Action|Mystery,2018,Kim Da-mi,Park Hoon-jung,Park Hoon-jung,Park Hoon-jung,Mowg,Kim Chang-ju,Warner Bros.,South Korea
192283,Crazy Rich Asians,Comedy,2018,Janice Koh,Jon M. Chu,Nina Jacobson,Pete Chiarelli,Brian Tyler,Myron Kerstein,Warner Bros.,United States of America
192291,Rift,Drama|Horror|Mystery,2017,Peter,Biodun Stephen,Juan Piquer,Erlingur Thoroddsen,Slavko Jr.,Erlingur Thoroddsen,Istituto Luce,Slovenia
192301,Night Shift,Comedy,2018,Virginie Efira,Anne Fontaine,Philippe Carcassonne,Maryus Vaysberg,Karen Homayounfar,Hayedeh Safiyari,Rassaneh Filmsazan Moloud,France
192307,The Meg,Action|Horror|Sci-Fi|Thriller,2018,Darri,Ilan Eldad,Colin Wilson,Dean Georgaris,Harry Gregson-Williams,Steven Kemper,InterCom,West Germany
192333,Maradona,Action|Comedy|Thriller,2018,Gbenga Adewusi,Gbenga Adewusi,Elide Melli,Jean-Christophe,Antonio Pinto,Chris King,01 Distribution,Nigeria
192337,Tale of Two Sisters,Drama,1989,Jeff Conaway,Adam Rifkin,Lawrence Bender,Charlie Sheen,Lee Byung-woo,Ko Im-pyo,Troma Entertainment,United States of America
192341,The Public,Drama,2018,Jena Malone,Cheyenne Carron,Louis Sarecky,Emilio Estevez,Tyler Bates,Richard Chew,Universal Pictures,United States of America
192355,The Hero,Action|Drama|Romance|War,2016,Shravan Sagar,Santosh Mishra,Peter Frye,Batya Lancet,Melvin Keller,Anneliese,Universal Pictures,India
192379,First Man,Drama,2018,Shawn Eric Jones,Damien Chazelle,Marty Bowen,Josh Singer,Justin Hurwitz,Tom Cross,UIP-Dunafilm,United States of America
192381,Apostle,Horror|Thriller,2018,James Faulkner,Juan Manuel Mendez,Terence Berden,Andrew Hyatt,Jan A. P. Kaczmarek,Scott Richter,Netflix,Guatemala
192383,Beautiful Boy,Drama,2018,Chalamet,Kristian Petri,Stina Gardell,Kristian Petri,Filip Leyman,Dino,Mozinet,Sweden
192423,Diverge,Drama|Sci-Fi|Thriller,2016,Sam Lee,Benny Chan,Douglas Wick,Ivy Ho,Joseph Trapanese,Stuart Levy,Gravitas Ventures,United States of America
192429,Nails,Horror,2017,Raz Degan,Dennis Bartok,Luigi Musini,Ermanno Olmi,Fabio Vacchi,Paolo Cottignola,Mikado Film,Republic of Ireland
192449,Anna Karenina,Drama|Romance,1967,Alla Tarasova,Tatyana Lukashevich,Anton Zlatopolsky,Leo Tolstoy,Yuri Poteyenko,Russell Lloyd,Fox Film Corporation,Soviet Union
192495,Big Bad,Action|Adventure|Comedy|Horror|Sci-Fi|Thriller,2016,Rotem Keinan,Patrick Imbert,Vincent Tavier,Benjamin Renner,Robert Marcel Lepage,Asaf Korman,StudioCanal,France
192503,Thunder Road,Comedy|Drama,2018,Jim Cummings,Jim Cummings,Robert Mitchum,Jim Cummings,Shigeru Izumiya,Harry Marker,United Artists Corporation,United States of America
192513,Billy the Kid,Documentary,2007,Jack Hendricks,Sam Newfield,Sigmund Neufeld,Bernard Gordon,Walter Greene,Charles Craft,Producers Releasing Corporation,United States of America
192541,The Graduates,Comedy|Romance,1986,Stefan Velniciuc,Nicolae Corjos,Victoria Paige Meyerink,George,Robert J. Walsh,Ted Nicolaou,The Cannon Group,United States of America
192545,Pity,Drama,2018,Buenaventura Braunstein,Uzi Peres,Werner Barg,Helmut Krausser,Get Well Soon,Alan Osbiston,BiM Distribuzione,Greece
192551,Mile 22,Action,2018,Iko Uwais,Peter Berg,Stephen C. Levinson,Lea Carpenter,Jeff Russo,Colby Parker Jr.,STX Entertainment,United States of America
192559,The House with a Clock in Its Walls,Children|Fantasy|Horror|Mystery|Sci-Fi|Thriller,2018,Alli Beckman,Eli Roth,James Vanderbilt,Eric Kripke,Nathan Barr,Fred Raskin,Universal Pictures,United States of America
192577,Mad,Comedy|Drama,2016,Ng Wing Sze,Mario Schifano,Yau Nai-Hoi,Yau Nai-Hoi,PVR Raja,Loic Lallemand,h264,Italy
192601,Blue,Drama|Mystery|Romance,2015,Mary Beth Hughes,Robert Mugge,Nellie Carrier,Mona Achache,Sylvain Ohrel,Fabrice Rouaud,Films du 3 Mars,United States of America
192627,Judgment,Drama,1990,Francelia Billington,Edward Sloman,B. A. Rolfe,Eszter,Ferenc Farkas,Lothar Wolff,Dimension Films,United States of America
192637,The Dybbuk,Drama|Fantasy,1937,Samuel Landau,Krzysztof,Krzysztof,Krzysztof,Henech Kon,George Roland,Agora S.A.,Poland
192641,Committed,Thriller,2011,Ron Palillo,Kistabish,Edward Bates,Rodolfo Sonego,Piero Piccioni,Tatiana Casini Morigi,Netflix,Canada
192643,Spirits,Horror|Thriller,2004,Laddi,Gabriel Ginuyasha Rich,Bernd Eichinger,Lillian Rosa,Michael Hoenig,Craig Wood,Netflix,Canada
192645,Dorm,Drama|Horror|Thriller,2006,Montagu Love,Shi Shujun,Raymond Griffith,Juan Alonso,Mak Chun Hung,Jack Murray,20th Century Studios,People's Republic of China
192685,The Black Arrow,Adventure,1948,Dmitry Orlovsky,Sergei Tarasov,Edward Small,Sergei Tarasov,Paul Sawtell,Jerome Thoms,Columbia Pictures,Soviet Union
192701,The Little Mermaid,Adventure|Fantasy|Romance,2018,Poppy Drayton,Chris Bouchard,John DeLuca,David Magee,Lin-Manuel Miranda,Wyatt Smith,AMC Theatres,United States of America
192703,The Legacy,Drama,2009,Rory Scovel,Rainer,Scott Rudin,Jody Hill,Joseph Stephens,Jeff Seibenick,Netflix,Germany
192713,Compulsion,Fantasy|Horror|Thriller,2018,Lio Tipton,Craig Goodwill,Richard D. Zanuck,Rolf,Silvio Amato,William H. Reynolds,Hulu,Canada
192715,A Stitch in Time,Comedy,1963,Jeanette Sterke,Robert Asher,Hugh Stewart,Jack Davies,Phil Green,Gerry Hambling,General Film Distributors,United Kingdom
192717,Live,Comedy|Thriller,2014,Megan Suri,Zack Russell,Pamela Koffler,Nick Payne,Ola Kvernberg,Julia,Levelfilm,United Kingdom
192733,The Lighthorsemen,War,1987,John Walton,Simon Wincer,Ian Jones,Ian Jones,Mario Millo,Adriane Carr,Hoyts,Australia
192753,Domino,Crime|Thriller,2018,Andrea Plany,Thomas Brasch,Michel,Thomas Brasch,Pino Donaggio,Bill Pankow,Saban Capital Group,Germany
192761,Arizona,Comedy|Drama,2018,Nat Carr,Harry L. Fraser,Trem Carr,Wellyn Totman,Lee Zahler,Carl Pierson,Monogram Pictures,United States of America
192791,Replace,Horror|Sci-Fi|Thriller,2017,Nuria Herrero,Aibar,Gerardo Herrero,Aibar,John Debney,Teresa Font,Netflix,Belgium
192803,Bohemian Rhapsody,Drama,2018,Meneka Das,Bryan Singer,Jim Beach,Anthony McCarten,Brian May,John Ottman,Walt Disney Studios Motion Pictures,United Kingdom
192811,The White Dawn,Adventure|Drama,1974,Timothy Bottoms,Philip Kaufman,Martin Ransohoff,Thomas Rickman,Henry Mancini,Douglas Stewart,Paramount Pictures,United States of America
192815,Icarus,Adventure|Drama|Sci-Fi,2016,Cyprian Grabowski,Maciej Pieprzyca,Kirk Shaw,Didier Decoin,Peter Gotthardt,Evelyn Carow,Netflix,United States of America
192845,Ecstasy,Drama|Romance,1933,Dary Holm,Zilvar,Armando,Moana Pozzi,Luis Alberto del,Clarissa Ambach,Troma Entertainment,Czech Republic
192851,Love Is All,Comedy|Romance,2007,Tyler Blackburn,Kim Rocco Shields,Elliott Kastner,Joseph Bologna,Richard Hawley,Morten Egholm,The Samuel Goldwyn Company,United States of America
192863,Made in China,Drama,2014,Medi Sadoun,James Lew,Marc Chica i,Kim Ki-duk,David,Scott Stevenson,T-Series,United States of America
192897,Revenge,Western,1985,Joey Ambrosini,David Gere,Chad A. Verdi,Jennifer Kaytin Robinson,John Cage,Antonietta Zita,Cleopatra Entertainment,United States of America
192933,Rosie,Drama,2018,Moe Dunford,Paddy Breathnach,Susann,Roddy Doyle,Geoffrey Burgon,Bettina,Republic Pictures,Republic of Ireland
192935,Pap,Comedy|Drama,Chul,Gary Estrada,Tran Ngoc Giau,Sven Sund,Marek Helsner,Asad Nizam,Claudia Wutz,Spira,Vietnam
192975,Isabelle,Drama|Mystery|Thriller,2011,Cathia Caro,Rob Heydon,Radley Metzger,Mirko Locatelli,Georges Auric,Boisson,Universal Studios Home Entertainment,United States of America
192991,Island,Animation,1973,Neil Suarez,Joel Lamangan,Barbie Castro,Joel Lamangan,Gabriel Garzon-Montano,Francescu Artily,Films du 3 Mars,Australia
193009,The Pass,Animation|Sci-Fi,1988,Ramiro Blas,Cerezo,Jim Caviezel,Maud Ameline,Anton Sanko,Marion Monnier,Vertigo,Spain
193015,Rust,Drama,2018,Wilbur McGaugh,Louis King,Bruce Cohen,W. C. Tuttle,Alain Auger,James Sweeney,Netflix,United States of America
193039,Lakshmi,Drama,2006,Prabhu Deva,A. L. Vijay,Charmy Kaur,Aathreya,M. S. Viswanathan,Anthony,Modern Theatres,India
193051,Spin,Documentary,1995,Ben Sinclair,Jeff Baena,Paul Schiff,Jaroslav Sauer,Craig Safan,Ken Sallows,Lionsgate Premiere,Czech Republic
193059,Easy,Comedy,2017,Cyd Charisse,Christoffer Sandler,Cyd Charisse,Christoffer Sandler,Grant-Lee Phillips,Amparo,Central Partnership,Sweden
193065,Roma,Drama,2018,Jacopo Rampini,Pilar Fogliati,Natalia Bakhareva,Giovanni Nasta,Patric Caird,Anssi,Hallmark Channel,Italy
193073,Stree,Horror,2018,Mashood Fattah,Tobi Makinde,Russell A. Mosser,Derek Kolstad,Marco Beltrami,Rouzbeh Kalbasi,Lionsgate,Nigeria
193089,The Bushido Blade,Action|Drama,1981,Tamba,Tsugunobu Kotani,Benni Korzen,William Overgard,Maury Laws,Yoshitami Kuroiwa,Netflix,United Kingdom
193133,Alien Siege,Sci-Fi,2018,Betsy McKinley,Rob Pallatina,Paul Bales,Christian Butcher,Christopher Cano,Rob Pallatina,Vudu,United States of America
193157,Eternal,Drama|Horror|Mystery|Thriller,2004,Yui Sakuma,Maite Alberdi,Ed Guiney,Yoshino,Takanobu,Helle Le Fevre,Condor,Chile
193189,Contact,Animation|Sci-Fi,1978,Ahmed Hammoud,Ismael El Iraki,Sebastian Schelenz,Ismael El Iraki,Antony Partos,Tania Nehme,Netflix,Morocco
193235,The Confession,Drama,2017,Romain Duris,Bertram Bracken,R. Kelly,Max Mack,R. Kelly,Zeki Demirkubuz,Jive Records,United States of America
193241,Brokedown,Thriller,2018,Kelly Slater,Jack Johnson,The Malloys,David Arata,David Newman,Don Zimmerman,Netflix,United States of America
193243,Next Gen,Action|Adventure|Animation,2018,Laroque,Mamoru Oshii,Patricia Hicks,Mamoru Oshii,Garry Schyman,Gordon McClellan,ADS Service,Japan
193279,Pearl,Drama,2018,Kitty Gordon,Frederick S. Armitage,Lionel Baier,Elsa Amiel,Jonny von,Jonny von,Universal Pictures,United States of America
193295,Hurricane,War,2018,Lydia Yavorskaya,Aleksandr Panteleyev,Natalia Bakhareva,Kimiko Ueno,Lorne Balfe,Niven Howie,Toho,Russian Empire
193335,Caught,Horror,2017,Wang Qianyuan,Lau Ho Leung,William Fox,Scott Darling,Mark Isham,Ralph Dawson,MarVista Entertainment,Hong Kong
193359,Denial,Comedy|Romance,1998,Ed Jr.,Anoosh Tertzakian,Montel Williams,David Hare,Howard Shore,Anoosh Tertzakian,Vudu,United States of America
193393,Polly of the Circus,Drama,1917,Mae Marsh,Edwin L. Hollywood,Samuel Goldwyn,Carey Wilson,William Axt,George Hively,Goldwyn Pictures,United States of America
193401,Son of The Story of Benjamin Blake,Action|Drama|Romance,1942,Robert Greig,John Cromwell,Darryl F. Zanuck,Philip Dunne,Alfred Newman,Walter A. Thompson,Netflix,United States of America
